starting setpoint thread... 
Creating LCM backend.
initializing imu... 
initializing controller...
initializing motors...
Initializing: PWM
motors initialized...
resetting encoders...
initializing odometry...
0.000000,-0.000000,-0.000006,-0.000000
0.000000,-0.000000,0.000000,-0.000000
0.000000,-0.000000,0.000000,-0.000000
0.000000,-0.000000,0.000000,-0.000000
enabling motors...
attaching imu interupt...
we are running!!!...
0.000000,0.000000,0.015781,-0.000000
0.000000,-0.000814,0.016380,0.000139
0.000000,-0.001589,0.016985,0.000273
-0.026212,-0.002327,0.017397,-0.004083
-0.013106,-0.003030,0.017679,-0.001752
-0.039318,-0.003700,0.018026,-0.006140
-0.026212,-0.004338,0.018341,-0.003834
-0.052424,-0.004945,0.018368,-0.008240
-0.052424,-0.005524,0.018167,-0.008192
-0.039318,-0.006074,0.017160,-0.005904
-0.065530,-0.006599,0.014723,-0.010325
-0.078636,-0.007099,0.011435,-0.012535
-0.065530,-0.007575,0.007045,-0.010285
-0.065530,-0.008028,0.003036,-0.010266
-0.052424,-0.008460,-0.000725,-0.008001
-0.065530,-0.008871,-0.004750,-0.010201
-0.065530,-0.009262,-0.008352,-0.010179
-0.052424,-0.009635,-0.011473,-0.007926
-0.039318,-0.009990,-0.014203,-0.005663
-0.026212,-0.010328,-0.016375,-0.003385
-0.039318,-0.010650,-0.018279,-0.005576
-0.026212,-0.010957,-0.019865,-0.003306
0.000000,-0.011249,-0.021129,0.001210
0.013106,-0.011528,-0.022381,0.003514
-0.013106,-0.011793,-0.023168,-0.000891
-0.013106,-0.012045,-0.023528,-0.000852
0.000000,-0.012285,-0.023661,0.001414
0.000000,-0.012514,-0.023790,0.001448
0.000000,-0.012732,-0.024222,0.001489
0.026212,-0.012940,-0.024664,0.006019
0.000000,-0.013138,-0.025001,0.001616
0.026212,-0.013326,-0.025425,0.006151
0.052424,-0.013505,-0.025903,0.010710
0.078636,-0.013676,-0.026207,0.015302
0.065530,-0.013839,-0.026503,0.013203
0.026212,-0.013994,-0.026650,0.006594
0.052424,-0.014141,-0.024244,0.011125
0.078636,-0.014282,-0.021304,0.015669
0.078636,-0.014416,-0.018139,0.015772
0.078636,-0.014543,-0.013755,0.015890
0.091742,-0.014664,-0.008817,0.018254
0.091742,-0.014780,-0.003616,0.018387
0.104848,-0.014890,0.000830,0.020758
0.078636,-0.014995,0.005621,0.016413
0.104848,-0.015095,0.010097,0.020998
0.078636,-0.015190,0.013907,0.016640
0.052424,-0.015281,0.016906,0.012252
0.065530,-0.015367,0.019187,0.014554
0.039318,-0.015449,0.021433,0.010147
0.026212,-0.015527,0.023041,0.007961
0.039318,-0.015602,0.023986,0.010250
0.013106,-0.015673,0.024192,0.005837
-0.013106,-0.015740,0.023729,0.001400
0.000000,-0.015805,0.023019,0.003655
0.013106,-0.015866,0.023211,0.005924
0.013106,-0.015924,0.023383,0.005977
0.000000,-0.015980,0.023678,0.003796
0.000000,-0.016033,0.023972,0.003836
0.000000,-0.016084,0.023765,0.003866
-0.013106,-0.016132,0.023721,0.001646
0.000000,-0.016177,0.023717,0.003892
0.000000,-0.016221,0.023352,0.003912
0.000000,-0.016262,0.022871,0.003937
0.000000,-0.016302,0.022428,0.003965
0.000000,-0.016340,0.021831,0.003992
0.000000,-0.016375,0.021017,0.004017
-0.013106,-0.016410,0.020252,0.001798
0.000000,-0.016442,0.019633,0.004043
0.000000,-0.016473,0.018919,0.004061
0.000000,-0.016502,0.018110,0.004084
-0.026212,-0.016531,0.017354,-0.000376
-0.039318,-0.016557,0.016572,-0.002629
-0.039318,-0.016583,0.015769,-0.002664
-0.052424,-0.016607,0.014973,-0.004939
-0.039318,-0.016630,0.014055,-0.002738
0.000000,-0.016652,0.012381,0.003975
-0.026212,-0.016673,0.010046,-0.000461
-0.026212,-0.016693,0.007636,-0.000439
-0.013106,-0.016712,0.005335,0.001810
-0.052424,-0.016730,0.002986,-0.004908
-0.052424,-0.016747,0.000578,-0.004957
-0.039318,-0.016764,-0.001805,-0.002773
-0.052424,-0.016780,-0.004481,-0.005050
0.013106,-0.016794,-0.007266,0.006125
0.013106,-0.016809,-0.010131,0.006183
0.000000,-0.016822,-0.013035,0.004013
0.000000,-0.016835,-0.016135,0.004057
0.000000,-0.016847,-0.019373,0.004075
0.013106,-0.016859,-0.022741,0.006318
0.026212,-0.016870,-0.026146,0.008575
0.026212,-0.016881,-0.028632,0.008613
0.013106,-0.016891,-0.030679,0.006415
0.026212,-0.016900,-0.033448,0.008685
0.065530,-0.016909,-0.035713,0.015451
0.065530,-0.016918,-0.037143,0.015546
0.091742,-0.016926,-0.036836,0.020132
0.117954,-0.016934,-0.034941,0.024747
0.131060,-0.016942,-0.033270,0.027144
0.117954,-0.016949,-0.030543,0.025063
0.157272,-0.016956,-0.026834,0.031918
0.170378,-0.016962,-0.023522,0.034324
0.170378,-0.016969,-0.019072,0.034505
0.183484,-0.016974,-0.013727,0.036927
0.196590,-0.016980,-0.009041,0.039362
0.196590,-0.016985,-0.003700,0.039569
0.183484,-0.016990,0.002032,0.037534
0.183484,-0.016995,0.007143,0.037721
0.170378,-0.017000,0.011384,0.035661
0.183484,-0.017004,0.015280,0.038071
0.157272,-0.017009,0.018438,0.033777
0.157272,-0.017013,0.021303,0.033944
0.157272,-0.017016,0.023939,0.034113
0.157272,-0.017020,0.026003,0.034288
0.144166,-0.017023,0.027357,0.032227
0.131060,-0.017027,0.028298,0.030152
0.131060,-0.017030,0.029019,0.030300
0.131060,-0.017033,0.029594,0.030445
0.117954,-0.017036,0.029678,0.028352
0.131060,-0.017038,0.029535,0.030731
0.117954,-0.017041,0.028816,0.028643
0.104848,-0.017043,0.028438,0.026542
0.131060,-0.017046,0.028093,0.031149
0.117954,-0.017048,0.027289,0.029060
0.117954,-0.017050,0.026758,0.029203
0.117954,-0.017052,0.026591,0.029343
0.131060,-0.017054,0.026221,0.031722
0.131060,-0.017056,0.025983,0.031874
0.157272,-0.017058,0.025964,0.036513
0.117954,-0.017059,0.025630,0.029973
0.131060,-0.017061,0.025581,0.032349
0.131060,-0.017062,0.025117,0.032487
0.131060,-0.017064,0.024811,0.032624
0.144166,-0.017065,0.025190,0.035008
0.131060,-0.017066,0.025355,0.032930
0.157272,-0.017068,0.025887,0.037566
0.157272,-0.017069,0.026363,0.037749
0.144166,-0.017070,0.026869,0.035692
0.157272,-0.017071,0.027558,0.038098
0.144166,-0.017072,0.028004,0.036027
0.157272,-0.017073,0.029057,0.038421
0.157272,-0.017074,0.030072,0.038590
0.157272,-0.017075,0.031074,0.038762
0.157272,-0.017076,0.032158,0.038937
0.170378,-0.017076,0.033098,0.041354
0.157272,-0.017077,0.033733,0.039304
0.144166,-0.017078,0.034683,0.037237
0.144166,-0.017079,0.035276,0.037390
0.170378,-0.017079,0.035847,0.042024
0.144166,-0.017080,0.036034,0.037728
0.144166,-0.017080,0.036875,0.037892
0.157272,-0.017081,0.037343,0.040295
0.157272,-0.017082,0.037310,0.040471
0.144166,-0.017082,0.036984,0.038410
0.144166,-0.017083,0.037615,0.038573
0.144166,-0.017083,0.037875,0.038730
0.157272,-0.017083,0.037969,0.041129
0.157272,-0.017084,0.038341,0.041306
0.144166,-0.017084,0.038438,0.039245
0.157272,-0.017085,0.038543,0.041651
0.144166,-0.017085,0.037905,0.039584
0.131060,-0.017085,0.037538,0.037499
0.157272,-0.017086,0.037879,0.042122
0.157272,-0.017086,0.037983,0.042294
0.144166,-0.017086,0.038583,0.040234
0.157272,-0.017087,0.039599,0.042643
0.157272,-0.017087,0.040163,0.042821
0.157272,-0.017087,0.040238,0.042999
0.157272,-0.017087,0.040989,0.043174
0.144166,-0.017088,0.041778,0.041105
0.144166,-0.017088,0.042161,0.041259
0.157272,-0.017088,0.042817,0.043653
0.144166,-0.017088,0.043691,0.041582
0.157272,-0.017088,0.044216,0.043987
0.144166,-0.017089,0.044571,0.041924
0.157272,-0.017089,0.045220,0.044330
0.144166,-0.017089,0.045669,0.042266
0.144166,-0.017089,0.046293,0.042427
0.131060,-0.017089,0.046802,0.040342
0.157272,-0.017089,0.047374,0.044967
0.131060,-0.017090,0.047700,0.040657
0.144166,-0.017090,0.047821,0.043049
0.144166,-0.017090,0.047631,0.043212
0.131060,-0.017090,0.047111,0.041135
0.117954,-0.017090,0.046900,0.039040
0.131060,-0.017090,0.046519,0.041410
0.144166,-0.017090,0.046290,0.043795
0.117954,-0.017090,0.046494,0.039478
0.131060,-0.017090,0.046881,0.041860
0.131060,-0.017091,0.047077,0.042011
0.144166,-0.017091,0.047417,0.044404
0.144166,-0.017091,0.047791,0.044572
0.117954,-0.017091,0.047953,0.040257
0.131060,-0.017091,0.048294,0.042630
0.131060,-0.017091,0.048600,0.042769
0.117954,-0.017091,0.048613,0.040668
0.117954,-0.017091,0.048930,0.040798
0.131060,-0.017091,0.048974,0.043171
0.131060,-0.017091,0.048996,0.043322
0.104848,-0.017091,0.049108,0.038995
0.131060,-0.017091,0.048723,0.043602
0.104848,-0.017091,0.048069,0.039267
0.117954,-0.017091,0.047412,0.041627
0.104848,-0.017091,0.046746,0.039518
0.117954,-0.017091,0.045762,0.041879
0.117954,-0.017092,0.045262,0.042016
0.104848,-0.017092,0.045230,0.039915
0.117954,-0.017092,0.045129,0.042282
0.117954,-0.017092,0.044912,0.042419
0.117954,-0.017092,0.045047,0.042557
0.117954,-0.017092,0.045810,0.042695
0.117954,-0.017092,0.046455,0.042831
0.131060,-0.017092,0.047114,0.045207
0.117954,-0.017092,0.048181,0.043116
0.104848,-0.017092,0.049375,0.041008
0.117954,-0.017092,0.050291,0.043364
0.104848,-0.017092,0.051351,0.041249
0.117954,-0.017092,0.052534,0.043608
0.091742,-0.017092,0.053592,0.039260
0.104848,-0.017092,0.054636,0.041608
0.104848,-0.017092,0.055761,0.041729
0.091742,-0.017092,0.056762,0.039612
0.104848,-0.017092,0.057499,0.041965
0.078636,-0.017092,0.058100,0.037606
0.065530,-0.017092,0.058465,0.035456
0.078636,-0.017092,0.058116,0.037770
0.052424,-0.017092,0.056265,0.033374
0.078636,-0.017092,0.054491,0.037923
0.078636,-0.017092,0.052457,0.038025
0.078636,-0.017092,0.050366,0.038136
0.078636,-0.017092,0.048777,0.038249
0.052424,-0.017092,0.047428,0.033871
0.052424,-0.017092,0.045944,0.033935
0.052424,-0.017092,0.044475,0.033989
0.052424,-0.017092,0.043087,0.034045
0.039318,-0.017092,0.041485,0.031868
0.065530,-0.017092,0.039857,0.036409
0.078636,-0.017092,0.038088,0.038744
0.065530,-0.017092,0.036394,0.036620
0.065530,-0.017092,0.035897,0.036719
